"Rank","Title","Status","Study Results","Conditions","Interventions","Locations","URL"
388,"Safety and Efficacy of Carbone Dioxide (CO2) Laser System in Treatment of Female Stress Urinary Incontinence.","Unknown status","No Results Available","Female Stress Urinary Incontinence","Device: Alma Lasers Pixel carbon dioxide laser system",,"https://ClinicalTrials.gov/show/NCT02981654"
389,"Low-level Light Therapy for Overactive Bladder and Urinary Incontinence","Unknown status","No Results Available","Overactive Bladder|Urinary Incontinence","Device: Low-level light therapy|Device: Placebo","Seoul National Univesity Bundang Hospital, Seongnam-si, Kyeonggi-do, Korea, Republic of|Ewha Womans University Mokdong Hospital, Seoul, Korea, Republic of","https://ClinicalTrials.gov/show/NCT02980328"
390,"Pelvital Stress Urinary Incontinence Training Device: P-SUIT","Completed","No Results Available","Incontinence","Device: Pelvital probe|Device: Placebo Probe","University of Minnesota Medical Center, Maple Grove, Minnesota, United States|Metro OBGYN, Maplewood, Minnesota, United States|University of Minnesota Medical Center, Minneapolis, Minnesota, United States|University of Washington Medical Center, Seattle, Washington, United States","https://ClinicalTrials.gov/show/NCT02954042"
391,"BioDFence® G3 For Full Nerve-Sparing Robotic-Assisted Radical Prostatectomy","Not yet recruiting","No Results Available","Prostate Cancer|Prostatectomy|Erectile Dysfunction Following Radical Prostatectomy|Incontinence, Urinary","Biological: BioDFence G3","AdventHealth, Celebration, Florida, United States","https://ClinicalTrials.gov/show/NCT05363644"
392,"The Effect of New-style Vaginal Repair Mesh in the Treatment of Female Stress Urinary Incontinence","Unknown status","No Results Available","Stress Urinary Incontinence","Device: Mesh","Jinan Military General Hospital, Jinan, Shandong, China","https://ClinicalTrials.gov/show/NCT02934490"
393,"Pelvic Floor Displacement in Women With SUI and Healthy Women: An Ultrasound Study (Stress Urinary Incontinence)","Unknown status","No Results Available","Healthy|Stress Urinary Incontinence",,"Macabi hadar yossef, Tel Aviv, Israel","https://ClinicalTrials.gov/show/NCT02930720"
394,"The Effects of Vaginal Tampon Training Added to Pelvic Floor Muscle Training in Stress Urinary Incontinence","Completed","No Results Available","Stress Urinary Incontinence","Behavioral: Pelvic Floor Muscle Training|Behavioral: Vaginal Tampon Training","Hacettepe University, Ankara, Turkey","https://ClinicalTrials.gov/show/NCT02924740"
395,"Exploratory Trial of TAS-303 in Female Patients With Stress Urinary Incontinence","Completed","No Results Available","Stress Urinary Incontinence","Drug: TAS-303|Drug: Placebo","Taiho Pharmaceutical Co., Ltd selected site, Osaka, Japan","https://ClinicalTrials.gov/show/NCT02906683"
396,"Association Between Sarcopenia and Urinary Incontinence And Effect Of Physical Activity Among Over 50 Years Old Adults","Enrolling by invitation","No Results Available","Urinary Incontinence|Sarcopenia",,"University of Pécs, Pécs, Hungary","https://ClinicalTrials.gov/show/NCT05313360"
397,"Outpatient Biofeedback in Addition to Home Pelvic Floor Muscle Exercises","Completed","No Results Available","Urinary Incontinence, Stress","Other: PFMT with biofeedback + Home PFMT|Other: PFMT without biofeedback + Home PFMT",,"https://ClinicalTrials.gov/show/NCT02851719"
398,"Complications of Mesh Procedures for Stress Urinary Incontinence","Completed","No Results Available","Urinary Incontinence|Stress","Procedure: Tension-free vaginal tape (TVT)|Procedure: Trans-obturator tape (TOT)|Procedure: Suprapubic sling (SS)",,"https://ClinicalTrials.gov/show/NCT02850120"
399,"Efficacy and Safety Study of GSK1358820 in Japanese Patients With Urinary Incontinence Due to Neurogenic Detrusor Overactivity","Completed","Has Results","Urinary Bladder, Overactive","Drug: GSK1358820|Drug: Placebo","GSK Investigational Site, Aomori, Japan|GSK Investigational Site, Fukuoka, Japan|GSK Investigational Site, Hokkaido, Japan|GSK Investigational Site, Hyogo, Japan|GSK Investigational Site, Miyagi, Japan|GSK Investigational Site, Nagasaki, Japan|GSK Investigational Site, Okayama, Japan|GSK Investigational Site, Tochigi, Japan|GSK Investigational Site, Yamanashi, Japan","https://ClinicalTrials.gov/show/NCT02849418"
400,"Mixed Urinary Incontinence Symptoms Before and After Treatment With Botox and Bulkamid","Completed","No Results Available","Mixed Incontinence, Urge and Stress","Drug: Botulinum toxin type A|Device: Polyacrylamide hydrogel","Cantonal Hospital Frauenfeld, Frauenfeld, Switzerland","https://ClinicalTrials.gov/show/NCT02815046"
401,"Surgical Management for Suburethral Slings","Recruiting","No Results Available","Stress Urinary Incontinence",,"Blasenzentrum, Cantonal Hospital, Frauenfeld, Thurgau, Switzerland","https://ClinicalTrials.gov/show/NCT02785016"
402,"Prospective Registry for Patients Undergoing Surgery for Male Stress Urinary Incontinence","Active, not recruiting","No Results Available","Urinary Incontinence, Stress",,"University Hospital Antwerpen, Antwerp, Belgium|University Hospital Gent, Gent, Belgium|Jessa Ziekenhuis campus Salvator, Hasselt, Belgium|AZ Groeninge, Kortrijk, Belgium|UZ Leuven, Leuven, Belgium|Thomayer Hospital, Prague 4, Czechia|Helsinki University Hospital, Helsinki, Finland|University Medical Center Hamburg Eppendorf, Hamburg, Germany|Universitätsmedizin Mainz, Mainz, Germany|University Münster, Münster, Germany|Fondazione Policlinico Universitario Agostino Gemelli IRCCS, Rome, Italy|UMC Radboud, Nijmegen, Netherlands|University Medical Center Utrecht, Utrecht, Netherlands|Universitetssykehuset Nord-Norge, Narvik, Norway|Oslo University Hospital, Rikshospitalet, Oslo, Norway|Germans Trias i Pujol Universitary Hospital, Barcelona, Spain|Hospital Universitario Virgen de las Nieves, Granada, Spain|Hospital Universitario de Canarias, La Laguna, Spain|Hospital General Universitario Gregorio Marañón, Madrid, Spain|Hospital Universitario 12 de Octubre, Madrid, Spain|Hospital Puerta de Hierro Majadahonda, Madrid, Spain|Hospital Universitario La Paz, Madrid, Spain|Hospital Universitario Ramón y Cajal, Madrid, Spain|Hospital Universitario Morales Meseguer, Murcia, Spain|University Hospital La Fe, Valencia, Spain|Addenbrookes Hospital, Cambridge, United Kingdom|Guy's Hospital, London, United Kingdom|Royal National Orthopaedic Hospital, Stanmore, United Kingdom","https://ClinicalTrials.gov/show/NCT02757274"
403,"Surgical Consent Process for Trans-obturator Tape Slings.","Unknown status","No Results Available","Urinary Incontinence, Stress","Other: Informational Handout","Mount Auburn Hospital, Cambridge, Massachusetts, United States","https://ClinicalTrials.gov/show/NCT02750878"
404,"Standardization of Cough Stress Test","Completed","No Results Available","Stress Urinary Incontinence","Procedure: Cough Stress Test",,"https://ClinicalTrials.gov/show/NCT02742584"
405,"The SLIM Study: Sling and Botox® Injection for Mixed Urinary Incontinence","Completed","No Results Available","Mixed Urinary Incontinence|Stress Urinary Incontinence|Urgency Incontinence","Drug: OnabotulinumtoxinA (Botox ®) Injections|Drug: Saline Injections","Northwestern Medicine Integrated Pelvic Health Clinic, Chicago, Illinois, United States","https://ClinicalTrials.gov/show/NCT02678377"
406,"Pelvic Floor Muscle Training and Kaatsu Training for Women With Stress Urinary Incontinence","Completed","No Results Available","Urinary Stress Incontinence","Behavioral: Pelvic floor muscle training and Kaatsu|Behavioral: Pelvic floor muscle training","Department of Gynecology and Obstetrics, Herlev-Gentofte Hospital, Herlev, Denmark","https://ClinicalTrials.gov/show/NCT02676700"
407,"Safety and Efficacy Study of Intravesical Instillations of BotuGelTM, Slow Release RTGel Based Botox® Formulations, in Idiopathic OAB Patients With Urinary Incontinence (""INTIMO2"")","Withdrawn","No Results Available","Overactive Bladder","Drug: 300 IU of BotuGelTM (60ml)|Drug: 400 IU of BotuGelTM (60ml)|Device: TC-3 Gel","Rambam Health Care Campus, Haifa, Israel|Meir Medical Center, Kfar Saba, Israel","https://ClinicalTrials.gov/show/NCT02674269"
408,"Diaphragmatic Breathing Exercises on Urinary Incontinence","Completed","No Results Available","Urinary Incontinence","Behavioral: pelvic floor muscle exercises|Behavioral: diaphragmatic breathing exercises","Istanbul Medipol Universty, Istanbul, Turkey","https://ClinicalTrials.gov/show/NCT04991675"
409,"Individual Pelvic Floor Muscle Training Versus Individual With Group Versus Group for Stress Urinary Incontinence","Unknown status","No Results Available","Urinary Incontinence Stress","Other: PFMT",,"https://ClinicalTrials.gov/show/NCT02664714"
410,"GTx-024 as a Treatment for Stress Urinary Incontinence in Women","Completed","Has Results","Stress Urinary Incontinence","Drug: GTx-024","William Beaumont Hospital, Royal Oak, Michigan, United States|Urologic Consultants of Southeastern Pennsylvania, Bala-Cynwyd, Pennsylvania, United States|Penn Center for Continence and Pelvic Health, University of Pennsylvania, Philadelphia, Pennsylvania, United States","https://ClinicalTrials.gov/show/NCT02658448"
411,"Evaluation of the Effect of Endoscopic Urethral Procedures Applied After Radical Prostatectomy on Urinary Incontinence","Completed","No Results Available","Prostate Cancer|Incontinence","Procedure: endoscopic surgical intervention","Ankara Yildirim Beyazit University, Schhol of Medicine, Ankara, Turkey","https://ClinicalTrials.gov/show/NCT04924218"
412,"Radiofrequency in the Female Stress Urinary Incontinence","Unknown status","No Results Available","Urinary Stress Incontinence","Device: Radiofrequecy|Device: Radiofrequency OFF","Centro de Atenção ao Assoalho Pelvico, Salvador, Ba, Brazil","https://ClinicalTrials.gov/show/NCT02617797"
413,"Effectiveness of Kegel Exercise Device in Strengthening Pelvic Floor and Treating Urinary Incontinence (UI)","Completed","No Results Available","Stress Urinary Incontinence|Sexual Dysfunction","Device: Pelvic floor exerciser","Banner University Medical Center, Phoenix, Arizona, United States","https://ClinicalTrials.gov/show/NCT02617472"
414,"A Chinese Herbal Decoction for Stress Urinary Incontinence","Completed","No Results Available","Urinary Incontinence, Stress","Dietary Supplement: Chinese herbal therapy|Behavioral: Pelvic floor muscle training","Guang'anmen Hospital, China Academy of Chinese Medical Sciences, Beijing, Beijing, China","https://ClinicalTrials.gov/show/NCT02616952"
415,"A Safety and Efficacy Study of Botulinum Toxin Type A (BOTOX®) to Treat Urinary Incontinence Due to Neurogenic Detrusor Overactivity or Overactive Bladder in Korean Patients","Completed","No Results Available","Urinary Incontinence|Overactive Bladder","Biological: Botulinum Toxin Type A","Pusan National University Hospital, Busan, Korea, Korea, Republic of|The Catholic University of Korea Bucheion St. Mary Hospital, Gyeonggi-do, Korea, Korea, Republic of|Seoul National University Hospital, Seoul, Korea, Korea, Republic of|Asan Medical Center, Seoul, Korea, Korea, Republic of|Samsung Medical Center, Seoul, Korea, Korea, Republic of","https://ClinicalTrials.gov/show/NCT02601287"
416,"A Safety and Efficacy Study of BOTOX® (Botulinum Toxin Type A) in Patients With Urinary Incontinence Due to Neurogenic Detrusor Overactivity or Overactive Bladder in India","Completed","No Results Available","Urinary Incontinence|Overactive Bladder","Biological: botulinum toxin Type A","NU Hospitals, Padmanabha Nagar, Banglore, India|Dr. Ram Manohar Lohia Hospital, New Delhi, Delhi, India|Indian Spinal Injuries Centre, New Delhi, Delhi, India|Bodyline Hospitals, Ahmedabad, Gujarat, India|Fortis Hospitals, Bengaluru, Karnataka, India|Kokilaben Dhirubhai Ambani Hospital & Medical Research Institute, Mumbai, Maharashtra, India|AMAI Charitable Trust's ACE Hospital and Research Centre, Pune, Maharashtra, India|Inamdar Multispeciality Hospital, Pune, Maharashtra, India|Fortis Escorts Heart Institute, Okhla Road, New Delhi, India|Christian Medical College & Hospital, Ludhiana, Punjab, India|Christian Medical College and Hospital, Vellore, Tamil Nadu, India|Global Hospital, Hyderabad, Telangana, India","https://ClinicalTrials.gov/show/NCT02590250"
417,"Electroacupuncture Treatment for Urinary Incontinence (UI) in Women","Completed","No Results Available","Electroacupuncture|Urinary Incontinence|Women|Pelvic Floor Muscle Weakness","Device: electroacupuncture group","Jose Antonio Lomeña, Málaga, Spain","https://ClinicalTrials.gov/show/NCT04842695"
418,"A Study of TAS-303 in Female Patients With Stress Urinary Incontinence","Completed","No Results Available","Stress Urinary Incontinence","Drug: TAS-303 18mg single-dose|Drug: Placebo 18mg single-dose|Drug: TAS-303 9mg single-dose|Drug: Placebo 9mg single-dose","Taiho Pharmaceutical Co., Ltd selected site, Kumamoto, Japan","https://ClinicalTrials.gov/show/NCT02562807"
419,"Cycling Versus Continuous Mode in Neuromodulator Programming","Completed","Has Results","Urinary Incontinence, Urge","Device: sacral neuromodulator","University of New Mexico Hospital, Albuquerque, New Mexico, United States|University of New Mexico Health Science Center, Albuquerque, New Mexico, United States","https://ClinicalTrials.gov/show/NCT02551822"
420,"TVT Versus Bulkamid®-Injections in Treatment of Stress Urinary Incontinence","Active, not recruiting","No Results Available","Urinary Stress Incontinence","Device: Bulkamid|Device: Tension-free Vaginal Tape","Helsinki Women's Hospital, Helsinki, Finland","https://ClinicalTrials.gov/show/NCT02538991"
421,"Clinical Trial of Autologous Adipose Derived Regenerative Cells for the Treatment of Male Stress Urinary Incontinence","Completed","No Results Available","Urinary Incontinence , Stress","Biological: Periurethral injection of autologous ADRCs and adipose tissue","Nagoya university Hospital, Nagoya, Aichi, Japan|Kanazawa University Hospital, Kanazawa, Ishikawa, Japan|Shinshu University Hospital, Matsumoto, Nagano, Japan|Dokkyo Medical University Hospital, Shimotsuga-gun, Tochigi, Japan","https://ClinicalTrials.gov/show/NCT02529865"
422,"A Study of Transcorporal Versus Standard Artificial Urinary Sphincter Placement","Withdrawn","No Results Available","Stress Urinary Incontinence","Device: Artificial Urinary Sphincter","University of Minnesota Medical Center, Minneapolis, Minnesota, United States","https://ClinicalTrials.gov/show/NCT02524366"
423,"Trans-obturator Mid-urethral Sling and the Single-incision Sling in Women With Stress Urinary Incontinence","Completed","Has Results","Urinary Incontinence, Stress","Device: TOT - inside-out trans-obturator tape/sling|Device: SIS - Innovative fixation single incision sling",,"https://ClinicalTrials.gov/show/NCT02506309"
424,"ACT™ Balloons Versus Artificial Urinary Sphincter (AMS800™) for the Treatment of Female Stress Urinary Incontinence","Unknown status","No Results Available","Urinary Incontinence","Device: ACT™ device|Device: AMS 800 ™ device","Urology Department, Pitié-Salpêtrière University Hospital, Paris, France","https://ClinicalTrials.gov/show/NCT02490917"
425,"Efficacy of Electroacupuncture (EA) for Women With Pure Stress Urinary Incontinence (SUI)","Completed","Has Results","Stress Urinary Incontinence","Other: EA|Other: sham EA","Guang'anmen hospital of China Academy of Chinese Medical Sciences, Beijing, Beijing, China","https://ClinicalTrials.gov/show/NCT02445573"
426,"Sacral Nerve Stimulation to Treat Urgency Urinary Incontinence With Wireless Neuromodulation","Withdrawn","No Results Available","Urinary Incontinence, Urge","Device: StimGuard Sacral Nerve Stimulator System","Beaumont Hospital, Royal Oak, Michigan, United States","https://ClinicalTrials.gov/show/NCT02434874"
427,"Neurotech Vital Compact Versus Itouch Sure Pelvic Floor Exerciser US","Completed","No Results Available","Stress Urinary Incontinence","Device: Neurotech Vital Compact|Device: itouch Sure Pelvic Floor Exerciser","Maricopa Integrated Health Systems, Phoenix, Arizona, United States|University of California Irvine Medical Center, Orange, California, United States|Hartford Hospital, Hartford, Connecticut, United States|Altus Research, Lake Worth, Florida, United States|University of South Florida Medical Center, Tampa, Florida, United States|Boston Clinical Trials, Boston, Massachusetts, United States|AccuMed Research Associates, Garden City, New York, United States|Lyndhurst Gynecological Associates, Winston-Salem, North Carolina, United States|Temple University, Philadelphia, Pennsylvania, United States|Medical University of South Carolina, Charleston, South Carolina, United States|The Jackson Clinic, Jackson, Tennessee, United States|Renaissance Health & Surgical Associates, South Pittsburg, Tennessee, United States","https://ClinicalTrials.gov/show/NCT02423005"
428,"The Effect of Pelvic Floor Exercise on Urinary Incontinence and Quality of Sex Life","Completed","No Results Available","Pelvic Floor Muscle Weakness|Urinary Incontinence","Other: Pelvic floor muscle training",,"https://ClinicalTrials.gov/show/NCT04577872"
429,"Feasibility of Parasacral Transcutaneous Electrical Nerve Stimulation PTENS for Voiding Dysfunction in Peds Population","Completed","Has Results","Overactive Bladder|Voiding Disorders|Incontinence, Urinary","Device: parasacral transcutaneous electrical nerve stimulation (PTENS)|Other: Standard Urotherapy","University of Utah/Primary Children's Pediatric Urology, Salt Lake City, Utah, United States","https://ClinicalTrials.gov/show/NCT04570605"
430,"Safety and Efficacy of PVDF (DynaMesh®-SIS Soft) Retropubic Midurethral Slings in Stress Urinary Incontinence in Women","Suspended","No Results Available","Urinary Stress Incontinence|Urinary Incontinence,Stress","Other: 24 month follow up of women with validated questionnaire","Chirurgische Klinik, Munich, Germany|Universitätsklinikum Würzburg, Würzburg, Germany|Hichingbooke Hospital, Huntingdon, Cambridgeshire, United Kingdom|Addenbrooke's Hospital, Cambridge, Cambrigeshire, United Kingdom|South Eastern Health and Social Care Trust, Belfast, United Kingdom|NHS Ayrshire & Arran, Kilmarnock, United Kingdom|University College Hospital, London, United Kingdom|Norfolk and Norwich University Hospitals Trust, Norwich, United Kingdom|Heart of England NHS Foundation Trust, Solihull, United Kingdom|Wirral University Teaching Hospital NHS Foundation, Wirral, United Kingdom","https://ClinicalTrials.gov/show/NCT02407145"
431,"Altis® 522 Trial - Treatment of Female Stress Urinary Incontinence","Completed","No Results Available","Stress Urinary Incontinence","Device: Altis Sling|Device: Transobturator or Retropubic Sling","Stanford University, Stanford, California, United States|Pelvic Solutions Center, Denver, Colorado, United States|Urology Specialists, LLC, Hialeah, Florida, United States|Rosemark Women Care Specialists, Idaho Falls, Idaho, United States|Women's Health Advantage, Fort Wayne, Indiana, United States|Boston Urogynecology Associates, Cambridge, Massachusetts, United States|Baystate Health System, Springfield, Massachusetts, United States|Female Pelvic Medicine & Urogynecology, Grand Rapids, Michigan, United States|Adult and Pediatric Urology & Urogynecology, Omaha, Nebraska, United States|University of Nevada, Las Vegas, Nevada, United States|Albany Medical Center, Albany, New York, United States|Associated Urologists of North Carolina, Cary, North Carolina, United States|Novant Health, Charlotte, North Carolina, United States|Carolina Urology Partners, Gastonia, North Carolina, United States|FirstHealth Urogynecology, Hamlet, North Carolina, United States|Associated Urologists of North Carolina, Raleigh, North Carolina, United States|Lyndhurst Clinical Research, Winston-Salem, North Carolina, United States|Akron Urogynecology Associates, Akron, Ohio, United States|Cleveland Clinic, Cleveland, Ohio, United States|Genesis Healthcare, Zanesville, Ohio, United States|University of Oklahoma, Oklahoma City, Oklahoma, United States|The Institute for Female Pelvic Medicine and Reconstructive Surgery, Allentown, Pennsylvania, United States|Institute of Female Pelvic Medicine & Reconstructive Surgery, North Wales, Pennsylvania, United States|Lexington Urology, West Columbia, South Carolina, United States|Sanford Health, Sioux Falls, South Dakota, United States|The Group for Women, Virginia Beach, Virginia, United States|CHUS Hopital Fleurimont, Sherbrooke, Quebec, Canada","https://ClinicalTrials.gov/show/NCT02348112"
432,"Stem Cell Therapy for Treatment of Female Stress Urinary Incontinence","Completed","No Results Available","Urinary Incontinence, Stress","Biological: Stem Cells,Mesenchymal|Procedure: surgery (TVT)","Maternity hospital, Ain Shams University, Cairo, Egypt","https://ClinicalTrials.gov/show/NCT02334878"
433,"Vibration Training and Pelvic Floor Muscle Strength in Females With Stress Urinary Incontinence","Completed","No Results Available","Urinary Stress Incontinence","Other: Whole body vibration therapy","Medway Maritime Hospital, Gillingham, Kent, United Kingdom","https://ClinicalTrials.gov/show/NCT02319096"
434,"Stress Urinary Incontinence Physiotherapy","Unknown status","No Results Available","Urinary Incontinence, Stress","Other: Involuntary muscle contractions|Other: Voluntary muscle contractions","University Hospital, Inselspital, Bern, Bern, Switzerland","https://ClinicalTrials.gov/show/NCT02318251"
435,"A Comparison of Electrical Pudendal Nerve Stimulation and Transvaginal Electrical Stimulation for Urge Incontinence","Completed","No Results Available","Urge Urinary Incontinence","Device: Electrical pudendal nerve stimulation|Device: Transvaginal ES","Shanghai research institute of acupuncture and meridian, Shanghai, China","https://ClinicalTrials.gov/show/NCT02311634"
436,"Prevalence and Consequences of Urinary Incontinence in People With Chronic Pulmonary Diseases Referred for Pulmonary Rehabilitation","Recruiting","No Results Available","Chronic Pulmonary Disease|Pulmonary Rehabilitation|Urinary Incontinence","Other: Pulmonary rehabilitation","ADIR Association, Bois-Guillaume, France|Groupe Hospitalier du Havre, Le Havre, France","https://ClinicalTrials.gov/show/NCT04380558"
437,"Trial Liposomal Bupivacaine Following Retropubic Suburethral Sling for Stress Urinary Incontinence","Completed","Has Results","Urinary Incontinence, Stress","Drug: liposomal bupivacaine|Drug: Placebo","Cincinnati Urogynecology Associates, Cincinnati, Ohio, United States","https://ClinicalTrials.gov/show/NCT02296099"
438,"Dose-response of Physical Exercise on Pelvic Floor Muscle Function in Postmenopausal Women With Urinary Incontinence","Completed","No Results Available","Urinary Incontinence|Pelvic Floor Muscle Weakness","Other: general exercise|Other: pelvic floor muscle training","National Cheng Kung University, Tainan, Taiwan","https://ClinicalTrials.gov/show/NCT04351750"
439,"Pelvic Floor Muscle Training With and Without Biofeedback in Women With Stress Urinary Incontinence","Unknown status","No Results Available","Menopause|Urinary Incontinence, Stress","Other: Pelvic floor muscle training|Other: Eletromyography Biofeedback",,"https://ClinicalTrials.gov/show/NCT02275728"
440,"Comparing Minisling to Tension Free Vaginal Tape in Mangement of Stress Urinary Incontinence","Completed","No Results Available","Stress Urinary Incontinence","Procedure: single incision minisling|Procedure: tension free vaginal tape","Ain Shams University, Maternity Hospital, Cairo, Egypt","https://ClinicalTrials.gov/show/NCT02263534"
441,"Serial Changes in Micturition Symptoms, Urine Flow and Bladder Voiding Efficiency Following Transobturator Tape Surgery","Unknown status","No Results Available","Stress Urinary Incontinence",,"Dongguk University ilsan Hospital, Goyang, Gyeonggi-do, Korea, Republic of","https://ClinicalTrials.gov/show/NCT02242422"
442,"Briefs With Tapes Versus Pull Ups for Urinary Incontinence in Older People With Mild to Moderate Dementia (CUPID)","Recruiting","No Results Available","Urinary Incontinence","Device: Pull Ups|Device: Styled Briefs with tapes","Division of Geriatric Medicine, Clinical Sciences Building, University of Alberta Hosp, Edmonton, Alberta, Canada","https://ClinicalTrials.gov/show/NCT04290403"
443,"Effectiveness of Physiotherapy to Treat the Urinary Incontinence and Erectile Dysfunction Post Retropubic Prostatectomy","Completed","No Results Available","Urinary Incontinence|Erectile Dysfunction","Procedure: group of pelvic floor exercises|Procedure: anal electrostimulation group","Barretos Cancer Hospital, Barretos, São Paulo State, Brazil","https://ClinicalTrials.gov/show/NCT02226237"
444,"Neurotech Vital Device For The Treatment Of Stress Urinary Incontinence","Completed","No Results Available","Stress Urinary Incontinence","Device: Active Neurotech Vital|Device: Modified Neurotech Vital Device","St Hedwig Krankenhaus, Berlin, Germany|Klinikum Brandenburg,, Brandenburg, Germany|St Joesph Hospital,, Frankfurt, Germany","https://ClinicalTrials.gov/show/NCT02214784"
445,"Solace Stress Urinary inContinence Control Efficacy and Safety Study","Completed","No Results Available","Stress Urinary Incontinence","Device: Solace Bladder Control (Vesair) Balloon|Device: Solace Sham Treatment","Valley Urogynecology Associates, Phoenix, Arizona, United States|Urological Associates of Southern Arizona, Tucson, Arizona, United States|Genitourinary Surgical Consultants, Denver, Colorado, United States|Urology Associates of Norwalk, Norwalk, Connecticut, United States|WomanCare, Arlington Heights, Illinois, United States|Women's Health Institute of Illinois, Oak Lawn, Illinois, United States|Regional Urology, Shreveport, Louisiana, United States|Chesapeake Urology, Glen Burnie, Maryland, United States|Chesapeake Urology, Owings Mills, Maryland, United States|Female Pelvic Medicine and Urogynecology Institute of Michigan, Grand Rapids, Michigan, United States|North Shore LIJ, Great Neck, New York, United States|Premier Medical Group, Newburgh, New York, United States|Premier Medical Group, Poughkeepsie, New York, United States|Lyndhurst Clinical Research, Winston-Salem, North Carolina, United States|Women and Infants Hospital, Providence, Rhode Island, United States|MUSC Urology, Charleston, South Carolina, United States|Sanford Female Pelvic Medicine and Reconstructive Surgery Clinic, Sioux Falls, South Dakota, United States|Virginia Women's Center, Richmond, Virginia, United States|Urology of Virginia, Virginia Beach, Virginia, United States|Integrity Medical Research, Mountlake Terrace, Washington, United States","https://ClinicalTrials.gov/show/NCT02210273"
446,"An Observational Study of BOTOX® for the Management of Urinary Incontinence in Patients With Idiopathic Overactive Bladder","Completed","No Results Available","Urinary Incontinence|Urinary Bladder, Overactive","Biological: botulinum toxin Type A","David Brix, Bad Mergentheim, Germany|Urologie Turmschtraße, Berlin, Germany|Uwe-Carsten, Berlin, Germany|Albrecht Kastein, Berlin, Germany|ATURO, Berlin, Germany|MVZ Burgdorf, Burgdorf, Germany|Ev.-Luth. Diakonissenanstalt Dresden, Dresden, Germany|Stefan Carl, Emmendingen, Germany|Zentrum für Urologie FFM, Frankfurt, Germany|Georg-August-Universität Göttingen, Göttingen, Germany|Universitätsklinikum Halle (Saale), Halle (Saale), Germany|Urologikum Hamburg, Hamburg, Germany|Urologische Praxis Volksdorf, Hamburg, Germany|Claudia Olszak-Warnat, Herne, Germany|Westpfalz-Klinikum Kaiserslautern, Kaiserslautern, Germany|Urologie Zentrum Kiel, Kiel, Germany|Joachim Weiß, Lampertheim, Germany|Uro- Vital-Zentrum, GP Hellmeier, Krause et al, Landshut, Germany|Tom Kempe, Leipzig, Germany|Institut Dr. Schulze, Markkleeberg, Germany|Elke Stagge, Mülheim, Germany|Universitätsklinikum Münster, Münster, Germany|Urologen am Stadtpark, Nürnberg, Germany|Urologicum Osnabrück, Osnabrück, Germany|Simone Maier, Reutlingen, Germany|Andres Melchior, Salzatal OT Schiepzig, Germany|Andreas Reinhard Wicht, Sangerhausen, Germany|Franz Hirschle, Singen, Germany|Wolfgang Theurer, Stuttgart, Germany|Benjamin Fischer, Tuttlingen, Germany|Dietmar Jung, Tuttlingen, Germany|Kontinenzzentrum Südwest, Villingen-Schwenningen, Germany|Hospital Universitario Burgos, Burgos, Spain|Hospital de Cabueñes, Gijón, Spain|Hospital Virgen de la Victoria, Málaga, Spain|Complejo Hospitalario Universitario Ourense, Ourense, Spain|Hospital Universitario Central de Asturias, Oviedo, Spain|Hospital Universitario Salamanca, Salamanca, Spain|Hospital Universitario Marqués de Valdecilla, Santander, Spain|Hospital Universitario Virgen del Rocío, Sevilla, Spain|Hospital de Valme, Sevilla, Spain|Urologimottagningen, Hallands Sjukhus Halmstad, Halmstad, Sweden|Urologiska kliniken, Södersjukhuset AB, Stockholm, Sweden|Karolinska Hospital, Stockholm, Sweden|Karolinska Hospital, Stockholm, Sweden|Kvinnokliniken, Danderyds Sjukhus AB, Stockholm, Sweden|Kirurgkliniken, Västervik Sjukhus, Västervik/Kalmar, Sweden|Queen Elizabeth Hospital, Queen Elizabeth Medical Centre, Edgbaston, Birmingham, United Kingdom|Southern General Hospital, Glasgow, Lanarkshire, United Kingdom|Leeds Teaching Hospitals NHS Trust, St. James's University Hospital, Leeds, West Yorkshire, United Kingdom|University College London Hospitals NHS foundation Trust, London, United Kingdom|Imperial College Healthcare NHS Trust, The Bays, St Mary's Hospital, London, United Kingdom|St Helens & Knowsley Teaching Hospitals NHS Trust, Whiston Hospital, Prescot, Merseyside, United Kingdom|Salisbury NHS Foundation Trust, Salisbury District Hospital, Salisbury, Wiltshire, United Kingdom","https://ClinicalTrials.gov/show/NCT02161159"
447,"A Clinical Study to Assess the Safety of a Disposable Intra-vaginal Device for Stress Urinary Incontinence","Completed","Has Results","Stress Urinary Incontinence","Device: pessary|Device: Absorbent pad","Study Center, Chandler, Arizona, United States","https://ClinicalTrials.gov/show/NCT02160314"
448,"Case Control Study to Investigate the Use of Urethral Pressure Profile Measurement in Children","Not yet recruiting","No Results Available","Dysfunctional Voiding|Stress Incontinence, Urinary",,"Evelina London Children's Hosital, London, United Kingdom","https://ClinicalTrials.gov/show/NCT04147793"
449,"A Clinical Study of the Effectiveness and Safety of a Disposable Intra-vaginal Device for Stress Urinary Incontinence (SUI)","Completed","Has Results","Stress Urinary Incontinence (SUI)","Device: disposable, single-use pessary","Study Center, Chandler, Arizona, United States","https://ClinicalTrials.gov/show/NCT02131311"
